chart_type,file,source_path,problem_codes,model_axis_diff_codes,x_axis_type,x_gt_axis_type,y_axis_type,y_gt_axis_type,x_ticks,y_ticks,x_ticks_encrypted,y_ticks_encrypted,expected_x_ticks_encrypted,expected_y_ticks_encrypted,grid_path,encrypted_grid_path,ticks_json_path,error
bubble,bubble_070.png,f:\program\test-demo\backend\charts\bubble\bubble_070.png,,,numeric,numeric,numeric,numeric,4,4,7,7,7,7,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_070_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_070_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_070_ticks.json,
bubble,bubble_071.png,f:\program\test-demo\backend\charts\bubble\bubble_071.png,,,numeric,numeric,numeric,numeric,4,4,7,7,7,7,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_071_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_071_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_071_ticks.json,
bubble,bubble_072.png,f:\program\test-demo\backend\charts\bubble\bubble_072.png,,,numeric,numeric,numeric,numeric,4,4,7,7,7,7,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_072_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_072_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_072_ticks.json,
bubble,bubble_073.png,f:\program\test-demo\backend\charts\bubble\bubble_073.png,,,numeric,numeric,numeric,numeric,4,4,7,7,7,7,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_073_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_073_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_073_ticks.json,
bubble,bubble_074.png,f:\program\test-demo\backend\charts\bubble\bubble_074.png,,,numeric,numeric,numeric,numeric,4,4,7,7,7,7,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_074_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_074_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_074_ticks.json,
bubble,bubble_075.png,f:\program\test-demo\backend\charts\bubble\bubble_075.png,,,numeric,numeric,numeric,numeric,4,4,7,7,7,7,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_075_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_075_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_075_ticks.json,
bubble,bubble_076.png,f:\program\test-demo\backend\charts\bubble\bubble_076.png,,,numeric,numeric,numeric,numeric,4,4,7,7,7,7,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_076_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_076_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_076_ticks.json,
bubble,bubble_077.png,f:\program\test-demo\backend\charts\bubble\bubble_077.png,,,numeric,numeric,numeric,numeric,4,4,7,7,7,7,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_077_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_077_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_077_ticks.json,
bubble,bubble_078.png,f:\program\test-demo\backend\charts\bubble\bubble_078.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_078_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_078_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_078_ticks.json,
bubble,bubble_079.png,f:\program\test-demo\backend\charts\bubble\bubble_079.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_079_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_079_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_079_ticks.json,
bubble,bubble_080.png,f:\program\test-demo\backend\charts\bubble\bubble_080.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_080_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_080_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_080_ticks.json,
bubble,bubble_081.png,f:\program\test-demo\backend\charts\bubble\bubble_081.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_081_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_081_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_081_ticks.json,
bubble,bubble_082.png,f:\program\test-demo\backend\charts\bubble\bubble_082.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_082_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_082_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_082_ticks.json,
bubble,bubble_083.png,f:\program\test-demo\backend\charts\bubble\bubble_083.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_083_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_083_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_083_ticks.json,
bubble,bubble_084.png,f:\program\test-demo\backend\charts\bubble\bubble_084.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_084_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_084_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_084_ticks.json,
bubble,bubble_085.png,f:\program\test-demo\backend\charts\bubble\bubble_085.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_085_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_085_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_085_ticks.json,
bubble,bubble_086.png,f:\program\test-demo\backend\charts\bubble\bubble_086.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_086_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_086_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_086_ticks.json,
bubble,bubble_087.png,f:\program\test-demo\backend\charts\bubble\bubble_087.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_087_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_087_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_087_ticks.json,
bubble,bubble_088.png,f:\program\test-demo\backend\charts\bubble\bubble_088.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_088_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_088_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_088_ticks.json,
bubble,bubble_089.png,f:\program\test-demo\backend\charts\bubble\bubble_089.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_089_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_089_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_089_ticks.json,
bubble,bubble_090.png,f:\program\test-demo\backend\charts\bubble\bubble_090.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_090_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_090_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_090_ticks.json,
bubble,bubble_091.png,f:\program\test-demo\backend\charts\bubble\bubble_091.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_091_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_091_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_091_ticks.json,
bubble,bubble_092.png,f:\program\test-demo\backend\charts\bubble\bubble_092.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_092_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_092_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_092_ticks.json,
bubble,bubble_093.png,f:\program\test-demo\backend\charts\bubble\bubble_093.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_093_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_093_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_093_ticks.json,
bubble,bubble_094.png,f:\program\test-demo\backend\charts\bubble\bubble_094.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_094_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_094_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_094_ticks.json,
bubble,bubble_095.png,f:\program\test-demo\backend\charts\bubble\bubble_095.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_095_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_095_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_095_ticks.json,
bubble,bubble_096.png,f:\program\test-demo\backend\charts\bubble\bubble_096.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_096_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_096_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_096_ticks.json,
bubble,bubble_097.png,f:\program\test-demo\backend\charts\bubble\bubble_097.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_097_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_097_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_097_ticks.json,
bubble,bubble_098.png,f:\program\test-demo\backend\charts\bubble\bubble_098.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_098_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_098_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_098_ticks.json,
bubble,bubble_099.png,f:\program\test-demo\backend\charts\bubble\bubble_099.png,,,numeric,numeric,numeric,numeric,5,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_099_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_099_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\bubble\bubble_099_ticks.json,
v_bar,v_bar_000.png,f:\program\test-demo\backend\charts\v_bar\v_bar_000.png,,,text,text,numeric,numeric,8,9,8,17,8,17,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_000_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_000_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_000_ticks.json,
v_bar,v_bar_001.png,f:\program\test-demo\backend\charts\v_bar\v_bar_001.png,,,text,text,numeric,numeric,10,9,10,17,10,17,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_001_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_001_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_001_ticks.json,
v_bar,v_bar_002.png,f:\program\test-demo\backend\charts\v_bar\v_bar_002.png,,,text,text,numeric,numeric,3,9,3,17,3,17,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_002_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_002_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_002_ticks.json,
v_bar,v_bar_003.png,f:\program\test-demo\backend\charts\v_bar\v_bar_003.png,,,text,text,numeric,numeric,8,9,8,17,8,17,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_003_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_003_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_003_ticks.json,
v_bar,v_bar_004.png,f:\program\test-demo\backend\charts\v_bar\v_bar_004.png,,,text,text,numeric,numeric,8,7,8,13,8,13,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_004_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_004_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_004_ticks.json,
v_bar,v_bar_005.png,f:\program\test-demo\backend\charts\v_bar\v_bar_005.png,,,text,text,numeric,numeric,12,7,12,13,12,13,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_005_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_005_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_005_ticks.json,
v_bar,v_bar_006.png,f:\program\test-demo\backend\charts\v_bar\v_bar_006.png,,,text,text,numeric,numeric,8,6,8,11,8,11,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_006_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_006_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_006_ticks.json,
v_bar,v_bar_007.png,f:\program\test-demo\backend\charts\v_bar\v_bar_007.png,,,text,text,numeric,numeric,12,8,12,15,12,15,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_007_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_007_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_007_ticks.json,
v_bar,v_bar_008.png,f:\program\test-demo\backend\charts\v_bar\v_bar_008.png,,,text,text,numeric,numeric,13,6,13,11,13,11,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_008_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_008_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_008_ticks.json,
v_bar,v_bar_009.png,f:\program\test-demo\backend\charts\v_bar\v_bar_009.png,,,text,text,numeric,numeric,10,6,10,11,10,11,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_009_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_009_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_009_ticks.json,
v_bar,v_bar_010.png,f:\program\test-demo\backend\charts\v_bar\v_bar_010.png,,,text,text,numeric,numeric,11,8,11,15,11,15,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_010_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_010_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_010_ticks.json,
v_bar,v_bar_012.png,f:\program\test-demo\backend\charts\v_bar\v_bar_012.png,,,text,text,numeric,numeric,5,6,5,11,5,11,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_012_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_012_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_012_ticks.json,
v_bar,v_bar_014.png,f:\program\test-demo\backend\charts\v_bar\v_bar_014.png,,,text,text,numeric,numeric,5,10,5,19,5,19,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_014_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_014_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_014_ticks.json,
v_bar,v_bar_016.png,f:\program\test-demo\backend\charts\v_bar\v_bar_016.png,,,text,text,numeric,numeric,11,6,11,11,11,11,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_016_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_016_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_016_ticks.json,
v_bar,v_bar_018.png,f:\program\test-demo\backend\charts\v_bar\v_bar_018.png,,,text,text,numeric,numeric,11,6,11,11,11,11,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_018_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_018_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_018_ticks.json,
v_bar,v_bar_019.png,f:\program\test-demo\backend\charts\v_bar\v_bar_019.png,,,text,text,numeric,numeric,9,5,9,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_019_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_019_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_019_ticks.json,
v_bar,v_bar_020.png,f:\program\test-demo\backend\charts\v_bar\v_bar_020.png,,,text,text,numeric,numeric,6,7,6,13,6,13,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_020_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_020_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_020_ticks.json,
v_bar,v_bar_022.png,f:\program\test-demo\backend\charts\v_bar\v_bar_022.png,,,text,text,numeric,numeric,4,7,4,13,4,13,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_022_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_022_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_022_ticks.json,
v_bar,v_bar_023.png,f:\program\test-demo\backend\charts\v_bar\v_bar_023.png,,,text,text,numeric,numeric,14,7,14,13,14,13,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_023_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_023_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_023_ticks.json,
v_bar,v_bar_024.png,f:\program\test-demo\backend\charts\v_bar\v_bar_024.png,,,text,text,numeric,numeric,9,7,9,13,9,13,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_024_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_024_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_024_ticks.json,
v_bar,v_bar_026.png,f:\program\test-demo\backend\charts\v_bar\v_bar_026.png,,,text,text,numeric,numeric,4,5,4,9,4,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_026_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_026_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_026_ticks.json,
v_bar,v_bar_028.png,f:\program\test-demo\backend\charts\v_bar\v_bar_028.png,,,text,text,numeric,numeric,10,6,10,11,10,11,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_028_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_028_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_028_ticks.json,
v_bar,v_bar_029.png,f:\program\test-demo\backend\charts\v_bar\v_bar_029.png,,,text,text,numeric,numeric,11,9,11,17,11,17,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_029_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_029_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_029_ticks.json,
v_bar,v_bar_030.png,f:\program\test-demo\backend\charts\v_bar\v_bar_030.png,,,text,text,numeric,numeric,2,8,2,15,2,15,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_030_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_030_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_030_ticks.json,
v_bar,v_bar_031.png,f:\program\test-demo\backend\charts\v_bar\v_bar_031.png,,,text,text,numeric,numeric,7,8,7,15,7,15,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_031_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_031_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_031_ticks.json,
v_bar,v_bar_034.png,f:\program\test-demo\backend\charts\v_bar\v_bar_034.png,,,text,text,numeric,numeric,12,7,12,13,12,13,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_034_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_034_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_034_ticks.json,
v_bar,v_bar_035.png,f:\program\test-demo\backend\charts\v_bar\v_bar_035.png,,,text,text,numeric,numeric,16,6,16,11,16,11,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_035_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_035_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_035_ticks.json,
v_bar,v_bar_036.png,f:\program\test-demo\backend\charts\v_bar\v_bar_036.png,,,text,text,numeric,numeric,2,8,2,15,2,15,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_036_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_036_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_036_ticks.json,
v_bar,v_bar_037.png,f:\program\test-demo\backend\charts\v_bar\v_bar_037.png,,,text,text,numeric,numeric,8,6,8,11,8,11,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_037_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_037_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_037_ticks.json,
v_bar,v_bar_039.png,f:\program\test-demo\backend\charts\v_bar\v_bar_039.png,,,text,text,numeric,numeric,4,8,4,15,4,15,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_039_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_039_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_039_ticks.json,
v_bar,v_bar_040.png,f:\program\test-demo\backend\charts\v_bar\v_bar_040.png,,,text,text,numeric,numeric,7,7,7,13,7,13,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_040_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_040_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_040_ticks.json,
v_bar,v_bar_042.png,f:\program\test-demo\backend\charts\v_bar\v_bar_042.png,,,text,text,numeric,numeric,10,8,10,15,10,15,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_042_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_042_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_grid_full\v_bar\v_bar_042_ticks.json,
